dmim_id,plate_id,annotation,adduct,smi,met_n,mz,ccs_avg,ccs_rsd,ccs_r1,ccs_r2,ccs_r3
"DMIM05781","p6M19","EVOXINE","[M+H-H2O]+","CC(C)(C(COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)O)O",0,330.1341,174.00,0.06,174.03,173.86,174.11
"DMIM05795","p6M20","5-HYDROXY-2',4',7,8-TETRAMETHOXYFLAVONE","[M+H]+","COC1=CC(=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC)OC",0,359.1131,180.75,0.05,180.63,180.81,180.82
"DMIM05796","p6M20","5-HYDROXY-2',4',7,8-TETRAMETHOXYFLAVONE","[M+K]+","COC1=CC(=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC)OC",0,397.0690,198.43,0.15,198.24,198.19,198.84
"DMIM05797","p6M20","5-HYDROXY-2',4',7,8-TETRAMETHOXYFLAVONE","[M+H-H2O]+","COC1=CC(=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC)OC",0,341.1025,167.94,0.22,168.26,167.43,168.14
"DMIM05802","p6M21","SALSOLIDINE","[M+H]+","CC1C2=CC(=C(C=C2CCN1)OC)OC",0,208.1337,150.18,0.15,150.30,149.87,150.38
"DMIM05803","p6M21","SALSOLIDINE","[M+K]+","CC1C2=CC(=C(C=C2CCN1)OC)OC",0,246.0896,149.17,0.69,148.46,148.43,150.63
"DMIM05811","p6M22","HEXAMETHYLQUERCETAGETIN","[M+H]+","COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC",0,403.1393,190.89,0.06,190.96,190.73,190.98
"DMIM05812","p6M22","HEXAMETHYLQUERCETAGETIN","[M+Na]+","COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC",0,425.1213,206.47,0.03,206.40,206.49,206.53
"DMIM05813","p6M22","HEXAMETHYLQUERCETAGETIN","[M+K]+","COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC",0,441.0952,207.59,0.14,207.22,207.61,207.95
"DMIM05814","p6M22","HEXAMETHYLQUERCETAGETIN","[M+H-H2O]+","COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC",0,385.1287,179.78,1.78,177.86,177.19,184.30
"DMIM05821","p6N05","3,4-DIMETHOXYDALBERGIONE","[M+H]+","COC1=C(C(=O)C(=CC1=O)[C@H](C=C)C2=CC=CC=C2)OC",0,285.1127,160.15,0.21,159.85,159.99,160.61
"DMIM05822","p6N05","3,4-DIMETHOXYDALBERGIONE","[M+Na]+","COC1=C(C(=O)C(=CC1=O)[C@H](C=C)C2=CC=CC=C2)OC",0,307.0947,153.34,3.17,150.11,149.71,160.20
"DMIM05823","p6N05","3,4-DIMETHOXYDALBERGIONE","[M+H-H2O]+","COC1=C(C(=O)C(=CC1=O)[C@H](C=C)C2=CC=CC=C2)OC",0,267.1021,153.56,0.16,153.66,153.23,153.79
"DMIM05837","p6N06","BUCLADESINE","[M+H]+","CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)OC(=O)CCC",0,470.1440,214.52,0.12,214.27,214.41,214.86
"DMIM05838","p6N06","BUCLADESINE","[M+Na]+","CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)OC(=O)CCC",0,492.1261,210.36,0.11,210.12,210.29,210.66
"DMIM05839","p6N06","BUCLADESINE","[M+K]+","CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)OC(=O)CCC",0,508.1000,214.45,0.17,214.08,214.32,214.96
"DMIM05840","p6N07","HYDROQUINIDINE","[M+H]+","CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O",0,327.2072,175.28,0.07,175.27,175.13,175.43
"DMIM05841","p6N07","HYDROQUINIDINE","[M+Na]+","CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O",0,349.1892,174.21,0.30,174.01,173.71,174.92
"DMIM05842","p6N07","HYDROQUINIDINE","[M+K]+","CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O",0,365.1631,179.97,1.47,176.22,181.93,181.75
"DMIM05843","p6N07","HYDROQUINIDINE","[M+H-H2O]+","CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O",0,309.1966,174.40,0.40,173.78,174.05,175.38
"DMIM05845","p6N08","MORIN","[M+H]+","C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O",0,303.0505,161.05,0.08,161.00,160.92,161.22
"DMIM05846","p6N08","MORIN","[M+Na]+","C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O",0,325.0325,176.62,0.07,176.57,176.51,176.79
"DMIM05847","p6N08","MORIN","[M+H-H2O]+","C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O",0,285.0399,154.49,0.15,154.58,154.17,154.71
"DMIM05854","p6N09","OCTOPAMINE","[M+H-H2O]+","C1=CC(=CC=C1C(CN)O)O",0,136.0762,124.30,0.19,124.62,124.10,124.17
"DMIM05856","p6N10","D-PHENYLALANINE","[M+H]+","C1=CC=C(C=C1)C[C@H](C(=O)O)N",0,166.0868,134.07,0.18,133.94,133.86,134.40
"DMIM05857","p6N10","D-PHENYLALANINE","[M+Na]+","C1=CC=C(C=C1)C[C@H](C(=O)O)N",0,188.0688,136.75,0.09,136.86,136.57,136.82
"DMIM05858","p6N10","D-PHENYLALANINE","[M+K]+","C1=CC=C(C=C1)C[C@H](C(=O)O)N",0,204.0427,138.83,0.08,138.86,138.68,138.94
"DMIM05859","p6N11","STIGMASTA-4,22-DIEN-3-ONE","[M+K]+","CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(C)C",0,449.3186,204.87,0.15,205.23,204.48,204.89
"DMIM05860","p6N12","EXALAMIDE","[M+H]+","CCCCCCOC1=CC=CC=C1C(=O)N",0,222.1494,153.07,0.12,152.89,152.99,153.33
"DMIM05861","p6N12","EXALAMIDE","[M+Na]+","CCCCCCOC1=CC=CC=C1C(=O)N",0,244.1314,160.19,0.18,159.89,160.11,160.57
"DMIM05862","p6N12","EXALAMIDE","[M+K]+","CCCCCCOC1=CC=CC=C1C(=O)N",0,260.1053,156.29,0.34,155.74,156.13,156.99
"DMIM05863","p6N12","EXALAMIDE","[M+H-H2O]+","CCCCCCOC1=CC=CC=C1C(=O)N",0,204.1388,144.46,0.20,144.81,144.10,144.47
"DMIM05864","p6N15","TRIGONELLINE","[M]+","C[N+]1=CC=CC(=C1)C(=O)[O-]",0,137.0477,123.25,0.10,123.27,123.38,123.09
"DMIM05866","p6N16","ZOPICLONE","[M+H]+","CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl",0,389.1129,185.88,0.08,185.90,185.68,186.06
"DMIM05867","p6N16","ZOPICLONE","[M+Na]+","CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl",0,411.0949,190.33,0.11,190.28,190.10,190.61
"DMIM05868","p6N16","ZOPICLONE","[M+K]+","CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl",0,427.0688,193.37,0.13,193.37,193.07,193.67
"DMIM05869","p6N16","ZOPICLONE","[M+H-H2O]+","CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl",0,371.1023,176.57,0.20,176.81,176.06,176.84
"DMIM05878","p6N17","ARTEMISIN","[M+H]+","C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O",0,263.1283,155.79,0.13,155.87,155.52,155.98
"DMIM05879","p6N17","ARTEMISIN","[M+Na]+","C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O",0,285.1103,179.20,0.10,179.32,178.95,179.31
"DMIM05880","p6N17","ARTEMISIN","[M+K]+","C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O",0,301.0842,178.54,0.11,178.82,178.42,178.38
"DMIM05881","p6N17","ARTEMISIN","[M+H-H2O]+","C[C@H]1[C@@H]2[C@H](C[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C)O",0,245.1177,152.59,0.13,152.66,152.32,152.79
"DMIM05884","p6N18","METITEPINE","[M+H]+","CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC",0,357.1459,183.43,0.07,183.45,183.27,183.57
"DMIM05885","p6N18","METITEPINE","[M+Na]+","CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC",0,379.1279,185.51,1.10,184.08,184.05,188.40
"DMIM05894","p6N20","1-PHENYLBIGUANIDE","[M+H]+","C1=CC=C(C=C1)N=C(N)N=C(N)N",0,178.1092,136.81,0.14,136.64,136.71,137.09
"DMIM05895","p6N20","1-PHENYLBIGUANIDE","[M+Na]+","C1=CC=C(C=C1)N=C(N)N=C(N)N",0,200.0912,137.76,0.24,137.99,137.29,138.01
"DMIM05896","p6N20","1-PHENYLBIGUANIDE","[M+K]+","C1=CC=C(C=C1)N=C(N)N=C(N)N",0,216.0651,141.48,0.18,141.63,141.13,141.69
"DMIM05898","p6N21","N-ACETYLPROLINE","[M+H]+","CC(=O)N1CCC[C@H]1C(=O)O",0,158.0817,128.65,0.51,127.85,128.64,129.46
"DMIM05899","p6N21","N-ACETYLPROLINE","[M+Na]+","CC(=O)N1CCC[C@H]1C(=O)O",0,180.0637,135.93,0.10,135.92,135.77,136.10
"DMIM05900","p6N21","N-ACETYLPROLINE","[M+K]+","CC(=O)N1CCC[C@H]1C(=O)O",0,196.0376,150.33,0.09,150.30,150.18,150.51
"DMIM05901","p6O04","HELICIN","[M+H]+","C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O",0,285.0974,161.81,1.04,159.57,162.28,163.59
"DMIM05902","p6O04","HELICIN","[M+Na]+","C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O",0,307.0794,159.79,0.07,159.83,159.64,159.91
"DMIM05903","p6O04","HELICIN","[M+K]+","C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O",0,323.0533,163.87,0.53,163.04,163.50,165.06
"DMIM05904","p6O04","HELICIN","[M+H-H2O]+","C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O",0,267.0868,153.00,0.18,153.07,152.63,153.30
"DMIM05905","p6O05","LAGOCHILIN","[M+H]+","C[C@@H]1CC[C@@H]2[C@@]([C@@]13CC[C@](O3)(CCO)CO)(CC[C@@H]([C@@]2(C)CO)O)C",0,357.2641,190.04,0.80,188.18,190.04,191.89
"DMIM05906","p6O05","LAGOCHILIN","[M+Na]+","C[C@@H]1CC[C@@H]2[C@@]([C@@]13CC[C@](O3)(CCO)CO)(CC[C@@H]([C@@]2(C)CO)O)C",0,379.2461,180.22,0.06,180.29,180.06,180.30
"DMIM05907","p6O05","LAGOCHILIN","[M+K]+","C[C@@H]1CC[C@@H]2[C@@]([C@@]13CC[C@](O3)(CCO)CO)(CC[C@@H]([C@@]2(C)CO)O)C",0,395.2200,182.89,0.12,182.79,182.68,183.20
"DMIM05914","p6O07","SALSOLINE","[M+H]+","CC1C2=CC(=C(C=C2CCN1)O)OC",0,194.1181,144.69,0.13,144.77,144.43,144.87
"DMIM05915","p6O07","SALSOLINE","[M+K]+","CC1C2=CC(=C(C=C2CCN1)O)OC",0,232.0740,146.84,0.23,146.45,146.82,147.26
"DMIM05916","p6O07","SALSOLINE","[M+H-H2O]+","CC1C2=CC(=C(C=C2CCN1)O)OC",0,176.1075,134.47,0.42,134.04,134.11,135.27
"DMIM05922","p6O08","ANDROSTERONE","[M+H]+","C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O",0,291.2324,172.06,0.11,172.30,171.86,172.03
"DMIM05923","p6O08","ANDROSTERONE","[M+Na]+","C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O",0,313.2144,194.11,0.05,194.23,194.00,194.10
"DMIM05924","p6O08","ANDROSTERONE","[M+H-H2O]+","C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O",0,273.2218,164.08,0.18,164.49,163.77,163.99
"DMIM05931","p6O09","RHOIFOLIN","[M+H]+","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O",0,579.1714,231.66,0.11,231.33,231.68,231.97
"DMIM05932","p6O09","RHOIFOLIN","[M+Na]+","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O",0,601.1534,234.48,0.13,234.06,234.56,234.81
"DMIM05933","p6O09","RHOIFOLIN","[M+K]+","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O",0,617.1273,236.96,0.12,236.65,236.92,237.32
"DMIM05934","p6O10","SEROTONIN","[M+H]+","C1=CC2=C(C=C1O)C(=CN2)CCN",0,177.1028,135.35,0.56,136.12,135.59,134.32
"DMIM05935","p6O10","SEROTONIN","[M+Na]+","C1=CC2=C(C=C1O)C(=CN2)CCN",0,199.0848,139.08,0.22,138.93,138.82,139.50
"DMIM05936","p6O10","SEROTONIN","[M+K]+","C1=CC2=C(C=C1O)C(=CN2)CCN",0,215.0587,142.04,0.13,142.12,141.78,142.21
"DMIM05937","p6O10","SEROTONIN","[M+H-H2O]+","C1=CC2=C(C=C1O)C(=CN2)CCN",0,159.0922,127.98,0.25,127.56,128.06,128.32
"DMIM05939","p6O15","TOMATINE","[M+H]+","C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)C)C)C)NC1",0,1034.5536,311.78,0.04,311.85,311.58,311.90
"DMIM05940","p6O16","SKATOLE","[M+H]+","CC1=CNC2=CC=CC=C12",0,132.0813,124.05,0.44,124.82,123.56,123.76
"DMIM05942","p6O17","DIOSMETIN","[M+H]+","COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O",0,301.0712,163.33,0.05,163.38,163.21,163.41
"DMIM05943","p6O17","DIOSMETIN","[M+Na]+","COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O",0,323.0532,180.91,0.08,181.09,180.73,180.90
"DMIM05962","p6O18","MELIBIOSE","[M+H]+","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O",0,343.1240,177.43,3.48,168.90,183.35,180.03
"DMIM05963","p6O18","MELIBIOSE","[M+Na]+","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O",0,365.1060,170.19,0.08,170.26,170.00,170.31
"DMIM05964","p6O18","MELIBIOSE","[M+K]+","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O",0,381.0799,171.86,0.10,172.04,171.62,171.93
"DMIM05965","p6O18","MELIBIOSE","[M+H-H2O]+","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O",0,325.1134,164.96,0.15,165.08,164.62,165.19
"DMIM05966","p6O19","TRIACETYLRESVERATROL","[M+H]+","CC(=O)OC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)OC(=O)C)OC(=O)C",0,355.1181,170.97,0.16,171.15,170.59,171.18
"DMIM05967","p6O19","TRIACETYLRESVERATROL","[M+H-H2O]+","CC(=O)OC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)OC(=O)C)OC(=O)C",0,337.1075,174.27,1.80,169.87,177.00,175.92
"DMIM05968","p6O21","MYRICETIN","[M+H]+","C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O",0,319.0454,166.12,0.11,166.30,165.88,166.18
"DMIM05985","p6P03","CYTIDINE","[M+Na]+","C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O",0,266.0753,154.47,0.15,154.81,154.27,154.34
"DMIM05986","p6P03","CYTIDINE","[M+H-H2O]+","C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O",0,226.0827,144.81,0.14,145.07,144.59,144.76
"DMIM05988","p6P08","PERICIAZINE","[M+H]+","C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N",0,366.1640,185.32,0.07,185.22,185.25,185.50
"DMIM05989","p6P08","PERICIAZINE","[M+Na]+","C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N",0,388.1460,194.22,0.18,193.72,194.40,194.54
"DMIM05995","p6P10","ANISOMYCIN","[M+H]+","CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O",0,266.1392,160.91,0.37,160.12,161.07,161.54
"DMIM05996","p6P10","ANISOMYCIN","[M+Na]+","CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O",0,288.1212,162.83,0.15,162.54,162.83,163.13
"DMIM05997","p6P10","ANISOMYCIN","[M+K]+","CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O",0,304.0951,165.80,0.23,166.31,165.71,165.37
"DMIM05998","p6P11","FARNESOL","[M+Na]+","CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C",0,245.1882,154.61,0.09,154.76,154.42,154.66
"DMIM05999","p6P11","FARNESOL","[M+K]+","CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C",0,261.1621,157.18,1.49,153.88,159.03,158.63
"DMIM06000","p6P11","FARNESOL","[M+H-H2O]+","CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C",0,205.1956,149.16,0.16,149.46,148.90,149.11
"DMIM06007","p6P13","NEROL","[M+Na]+","CC(=CCC/C(=C\CO)/C)C",0,177.1256,136.78,0.02,136.81,136.76,136.77
"DMIM06008","p6P13","NEROL","[M+K]+","CC(=CCC/C(=C\CO)/C)C",0,193.0995,140.12,0.26,139.61,140.37,140.39
"DMIM06011","p6P17","BUFEXAMAC","[M+H]+","CCCCOC1=CC=C(C=C1)CC(=O)NO",0,224.1286,158.80,0.04,158.78,158.75,158.88
"DMIM06012","p6P17","BUFEXAMAC","[M+Na]+","CCCCOC1=CC=C(C=C1)CC(=O)NO",0,246.1106,161.48,0.09,161.30,161.50,161.66
"DMIM06014","p6P22","TULOBUTEROL","[M+H]+","CC(C)(C)NCC(C1=CC=CC=C1Cl)O",0,228.1155,150.47,0.16,150.75,150.15,150.51
"DMIM06015","p6P22","TULOBUTEROL","[M+Na]+","CC(C)(C)NCC(C1=CC=CC=C1Cl)O",0,250.0975,152.99,0.12,153.01,152.74,153.20
"DMIM06016","p6P22","TULOBUTEROL","[M+H-H2O]+","CC(C)(C)NCC(C1=CC=CC=C1Cl)O",0,210.1049,144.97,0.17,145.15,144.61,145.14
"DMIM04837","p6A06","HIERACIN_met013","[M+H]+","O=C1CC(c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21",13,305.0661,162.05,0.13,161.90,161.90,162.36
"DMIM04838","p6A06","HIERACIN_met013","[M+H-H2O]+","O=C1CC(c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21",13,287.0555,158.44,0.16,158.32,158.21,158.79
"DMIM04894","p6B06","ISOROTENONE_met001","[M+H]+","C=C(C)c1cc2c3c(ccc2o1)C(=O)[C@H]1c2cc(OC)c(OC)cc2OC[C@H]1O3",1,393.1338,195.47,0.14,195.18,195.38,195.84
"DMIM04910","p6B10","DICTAMNINE_met006","[M+H]+","Oc1c2ccccc2nc2occc12",6,186.0555,129.69,0.36,129.07,129.81,130.19
"DMIM04925","p6B12","rotenolone","[M+Na]+","CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC",12,433.1264,208.56,0.05,208.68,208.43,208.58
"DMIM04926","p6B12","rotenolone","[M+K]+","CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC",12,449.1003,208.29,0.12,207.96,208.39,208.52
"DMIM04927","p6B12","rotenolone","[M+H-H2O]+","CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC",12,393.1338,193.68,0.09,193.73,193.45,193.86
"DMIM04932","p6B15","KAEMPFEROL_met008","[M+H]+","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O",8,289.0712,158.02,0.08,157.85,158.04,158.17
"DMIM04933","p6B15","KAEMPFEROL_met008","[M+H-H2O]+","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O",8,271.0606,154.43,0.15,154.16,154.42,154.71
"DMIM04960","p6B21","KAWAIN_met016","[M+H-H2O]+","O=C1C=C(O)C[C@H](/C=C/c2ccccc2)O1",16,199.0758,137.86,0.19,137.52,137.93,138.14
"DMIM04974","p6C06","RHETSININE_met008","[M+H-H2O]+","Nc1ccccc1C(=O)N1CCc2c([nH]c3ccccc23)C1=O",8,288.1136,158.47,0.23,158.07,158.39,158.95
"DMIM05002","p6C11","HARMALINE_met004","[M+H]+","CC1=NCCc2c1[nH]c1cc(O)ccc21",4,201.1028,140.88,0.16,140.57,140.97,141.10
"DMIM05041","p6C20","7-HYDROXYFLAVONE_met008","[M+H]+","O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccccc4)oc3c2)C(O)C(O)C1O",8,415.1029,196.10,0.04,196.00,196.17,196.14
"DMIM05042","p6C20","7-HYDROXYFLAVONE_met008","[M+Na]+","O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccccc4)oc3c2)C(O)C(O)C1O",8,437.0849,199.98,0.05,199.84,200.01,200.10
"DMIM05043","p6C20","7-HYDROXYFLAVONE_met008","[M+K]+","O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccccc4)oc3c2)C(O)C(O)C1O",8,453.0588,204.11,0.05,203.97,204.12,204.24
"DMIM05099","p6D16","2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE_met013","[M+H-H2O]+","O=C(O)c1ccc(O)c(O)c1O",13,153.0187,121.81,0.74,120.55,122.37,122.52
"DMIM05100","p6D16","2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE_met020","[M+H-H2O]+","O=C(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1",20,297.0610,176.55,0.01,176.54,176.56,176.54
"DMIM05112","p6D16","2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE_met044","[M+H]+","O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O",44,247.0606,149.07,0.12,148.87,149.01,149.32
"DMIM05117","p6D18","THYMOQUINONE_met002","[M+K]+","CC1=CC(=O)C(C(C)C)CC1=O",2,205.0631,139.61,0.19,139.24,139.76,139.83
"DMIM05121","p6D18","THYMOQUINONE_met008","[M+H]+","CC1=CC(=O)C(C(C)C)=CC1OC1OC(C(=O)O)C(O)C(O)C1O",8,343.1393,181.41,0.06,181.30,181.37,181.55
"DMIM05122","p6D18","THYMOQUINONE_met009","[M+H]+","Cc1cc(O)c(C(C)C)c(SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)c1O",9,472.1753,205.18,0.09,204.94,205.24,205.37
"DMIM05123","p6D18","THYMOQUINONE_met009","[M+Na]+","Cc1cc(O)c(C(C)C)c(SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)c1O",9,494.1573,206.81,0.08,206.60,206.87,206.97
"DMIM05124","p6D18","THYMOQUINONE_met009","[M+K]+","Cc1cc(O)c(C(C)C)c(SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)c1O",9,510.1312,207.71,0.07,207.50,207.75,207.87
"DMIM05125","p6D18","THYMOQUINONE_met009","[M+H-H2O]+","Cc1cc(O)c(C(C)C)c(SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)c1O",9,454.1647,198.81,0.32,198.12,198.66,199.64
"DMIM05137","p6D22","4'-HYDROXYCHALCONE_met004","[M+H]+","O=C(/C=C/c1ccccc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1",4,401.1236,199.44,0.13,199.37,199.17,199.78
"DMIM05138","p6D22","4'-HYDROXYCHALCONE_met004","[M+Na]+","O=C(/C=C/c1ccccc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1",4,423.1056,199.17,0.10,198.89,199.27,199.35
"DMIM05139","p6D22","4'-HYDROXYCHALCONE_met005","[M+H]+","O=C(CCc1ccccc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1",5,403.1393,201.24,0.02,201.19,201.26,201.27
"DMIM05140","p6D22","4'-HYDROXYCHALCONE_met005","[M+K]+","O=C(CCc1ccccc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1",5,441.0952,191.58,0.85,190.33,190.54,193.87
"DMIM05144","p6D22","4'-HYDROXYCHALCONE_met009","[M+H]+","NC(CCC(O)=NC(CSC(C(=O)c1ccc(O)cc1)C(O)c1ccccc1)C(O)=NCC(=O)O)C(=O)O",9,548.1703,228.91,0.15,228.55,228.81,229.36
"DMIM05145","p6D22","4'-HYDROXYCHALCONE_met009","[M+Na]+","NC(CCC(O)=NC(CSC(C(=O)c1ccc(O)cc1)C(O)c1ccccc1)C(O)=NCC(=O)O)C(=O)O",9,570.1523,227.47,0.13,227.21,227.32,227.88
